tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,5332,0,live,PLCB4,"ARCND2, PI-PLC",phospholipase C beta 4,"; 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4|1-phosphatidyl-D-myo-inositol-4,5-bisphosphate|PLC-beta-4|dJ1119D9.2 (Phopholipase C, beta 4 (1-Phosphatidylinositol-4,5-Bisphosphate Phosphodiesterase Beta 4))|inositoltrisphosphohydrolase|monophosphatidylinositol phosphodiesterase|phosphoinositidase C|phosphoinositide phospholipase C-beta-4|triphosphoinositide phosphodiesterase",20p12.3-p12.2,20,NC_000020.11,9068710,9480816,plus,46,600810
9606,Homo sapiens,5801,0,live,PTPRR,"EC-PTP, PCPTP1, PTP-SL, PTPBR7, PTPRQ",protein tyrosine phosphatase receptor type R,; receptor-type tyrosine-protein phosphatase R|Ch-1 PTPase|NC-PTPCOM1|R-PTP-R|ch-1PTPase|protein tyrosine phosphatase Cr1PTPase|protein-tyrosine phosphatase NC-PTPCOM1|protein-tyrosine phosphatase PCPTP1,12q15,12,NC_000012.12,70638073,70920738,minus,18,602853
9606,Homo sapiens,2239,0,live,GPC4,"K-glypican, KPTS",glypican 4,; glypican-4|dJ900E8.1 (glypican 4)|glypican proteoglycan 4,Xq26.2,X,NC_000023.11,133300103,133415489,minus,9,300168
9606,Homo sapiens,9248,0,live,GPR50,"H9, Mel1c",G protein-coupled receptor 50,; melatonin-related receptor,Xq28,X,NC_000023.11,151176584,151182855,plus,2,300207
9606,Homo sapiens,9229,0,live,DLGAP1,"DAP-1, DAP-1-ALPHA, DAP-1-BETA, DAP1A, DLGAP1B, GKAP, SAPAP1, DLGAP1",DLG associated protein 1,; disks large-associated protein 1|PSD-95/SAP90 binding protein 1|SAP90/PSD-95-associated protein 1|discs large homolog associated protein 1|guanylate kinase-associated protein,18p11.31,18,NC_000018.10,3496032,4455441,minus,21,605445
9606,Homo sapiens,1325,0,live,CORT,"CST-14, CST-17, CST-29",cortistatin,; cortistatin|cortistatin-14|cortistatin-17|cortistatin-29|prepro-cortistatin|preprocortistatin,1p36.22,1,NC_000001.11,10450031,10451998,plus,2,602784
9606,Homo sapiens,5136,0,live,PDE1A,"CAM-PDE 1A, CAM-PDE-1A, HCAM-1, HCAM1, HSPDE1A",phosphodiesterase 1A,"; calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A|61 kDa Cam-PDE|calcium/calmodulin-stimulated cyclic nucleotide phosphodiesterase|phosphodiesterase 1A, calmodulin-dependent",2q32.1,2,NC_000002.12,182136453,182523375,minus,24,171890
9606,Homo sapiens,55607,0,live,PPP1R9A,"NRB1, NRBI, Neurabin-I",protein phosphatase 1 regulatory subunit 9A,"; neurabin-1|neural tissue-specific F-actin-binding protein I|protein phosphatase 1, regulatory (inhibitor) subunit 9A",7q21.3,7,NC_000007.14,94907202,95296415,plus,29,602468
9606,Homo sapiens,55502,0,live,HES6,"C-HAIRY1, HES-6, bHLHb41, bHLHc23",hes family bHLH transcription factor 6,; transcription cofactor HES-6|class B basic helix-loop-helix protein 41|hairy and enhancer of split 6,2q37.3,2,NC_000002.12,238238267,238240038,minus,4,610331
9606,Homo sapiens,9647,0,live,PPM1F,"CAMKP, CaMKPase, FEM-2, POPX2, hFEM-2","protein phosphatase, Mg2+/Mn2+ dependent 1F",; protein phosphatase 1F|Ca(2+)/calmodulin-dependent protein kinase phosphatase|CaM-kinase phosphatase|PP2C phosphatase|partner of PIX 2|protein fem-2 homolog|protein phosphatase 1F (PP2C domain containing),22q11.22,22,NC_000022.11,21919419,21952875,minus,9,
9606,Homo sapiens,50809,0,live,HP1BP3,"HP1-BP74, HP1BP74",heterochromatin protein 1 binding protein 3,; heterochromatin protein 1-binding protein 3,1p36.12,1,NC_000001.11,20740266,20787808,minus,14,616072
9606,Homo sapiens,7782,0,live,SLC30A4,"ZNT4, znT-4",solute carrier family 30 member 4,"; zinc transporter 4|solute carrier family 30 (zinc transporter), member 4",15q21.1,15,NC_000015.10,45479606,45523755,minus,11,602095
9606,Homo sapiens,6001,0,live,RGS10,,regulator of G protein signaling 10,; regulator of G-protein signaling 10|regulator of G-protein signalling 10,10q26.11,10,NC_000010.11,119499817,119542719,minus,6,602856
9606,Homo sapiens,7781,0,live,SLC30A3,ZNT3,solute carrier family 30 member 3,"; zinc transporter 3|solute carrier family 30 (zinc transporter), member 3|zinc transporter ZnT-3|znT-3",2p23.3,2,NC_000002.12,27253684,27275863,minus,12,602878
9606,Homo sapiens,50650,0,live,ARHGEF3,"GEF3, STA3, XPLN",Rho guanine nucleotide exchange factor 3,"; rho guanine nucleotide exchange factor 3|59.8 kDA protein|Rho guanine nucleotide exchange factor (GEF) 3|RhoGEF protein|exchange factor found in platelets and leukemic and neuronal tissues, XPLN",3p14.3,3,NC_000003.12,56727419,57079308,minus,21,612115
9606,Homo sapiens,57406,0,live,ABHD6,,abhydrolase domain containing 6,; monoacylglycerol lipase ABHD6|2-arachidonoylglycerol hydrolase|abhydrolase domain-containing protein 6|lipase protein,3p14.3,3,NC_000003.12,58237502,58294736,plus,10,616966
9606,Homo sapiens,6641,0,live,SNTB1,"59-DAP, A1B, BSYN2, DAPA1B, SNT2, SNT2B1, TIP-43",syntrophin beta 1,"; beta-1-syntrophin|59 kDa dystrophin-associated protein A1 basic component 1|dystrophin-associated protein A1, 59kD, basic component 1|syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)|syntrophin-2|tax interaction protein 43",8q24.12,8,NC_000008.11,120535756,120812046,minus,8,600026
9606,Homo sapiens,54738,0,live,FEV,"HSRNAFEV, PET-1","FEV transcription factor, ETS family member","; protein FEV|FEV (ETS oncogene family)|FEV, ETS transcription factor|PC12 ETS domain-containing transcription factor 1|fifth Ewing variant protein",2q35,2,NC_000002.12,218981087,218985184,minus,3,607150
9606,Homo sapiens,22986,0,live,SORCS3,SORCS,sortilin related VPS10 domain containing receptor 3,; VPS10 domain-containing receptor SorCS3|VPS10 domain receptor protein SORCS 3 (SORCS3),10q25.1,10,NC_000010.11,104641290,105265242,plus,28,606285
9606,Homo sapiens,51603,0,live,EEF1AKNMT,"5630401D24Rik, CGI-01, DFNB26, DFNB26M, DFNM1, KIAA0859, METTL13, feat",eEF1A lysine and N-terminal methyltransferase,"; eEF1A lysine and N-terminal methyltransferase|antiapoptotic protein FEAT|deafness (autosomal recessive, nonsyndromic) modifier 1|deafness (recessive, non-syndromic) modifier 1|deafness (recessive, nonsyndromic) modifier 1|eEF1A-KNMT|methyltransferase like 13|methyltransferase-like protein 13",1q24.3,1,NC_000001.11,171781660,171797716,plus,8,617987
9606,Homo sapiens,51166,0,live,AADAT,"KAT2, KATII, KYAT2",aminoadipate aminotransferase,"; kynurenine/alpha-aminoadipate aminotransferase, mitochondrial|2-aminoadipate aminotransferase|2-aminoadipate transaminase|KAT/AadAT|L kynurenine/alpha aminoadipate aminotransferase|alpha-aminoadipate aminotransferase|kynurenine aminotransferase II|kynurenine--oxoglutarate aminotransferase II|kynurenine--oxoglutarate transaminase 2|kynurenine--oxoglutarate transaminase II",4q33,4,NC_000004.12,170060222,170091699,minus,18,611754
9606,Homo sapiens,2901,0,live,GRIK5,"EAA2, GRIK2, GluK5, KA2",glutamate ionotropic receptor kainate type subunit 5,"; glutamate receptor ionotropic, kainate 5|excitatory amino acid receptor 2|glutamate receptor KA2",19q13.2,19,NC_000019.10,41998316,42071804,minus,26,600283
9606,Homo sapiens,9066,0,live,SYT7,"IPCA-7, IPCA7, PCANAP7, SYT-VII, SYTVII",synaptotagmin 7,; synaptotagmin-7|prostate cancer-associated protein 7|synaptotagmin VII,11q12.2,11,NC_000011.10,61513714,61588404,minus,18,604146
9606,Homo sapiens,63891,0,live,RNF123,"FP1477, KPC1",ring finger protein 123,; E3 ubiquitin-protein ligase RNF123|Kip1 ubiquitination-promoting complex subunit 1|RING-type E3 ubiquitin transferase RNF123|kip1 ubiquitination-promoting complex protein 1,3p21.31,3,NC_000003.12,49688753,49721529,plus,41,614472
9606,Homo sapiens,8927,0,live,BSN,ZNF231,bassoon presynaptic cytomatrix protein,; protein bassoon|neuronal double zinc finger protein|zinc finger protein 231,3p21.31,3,NC_000003.12,49554477,49671549,plus,12,604020
9606,Homo sapiens,140947,0,live,DCANP1,"C5orf20, DCNP1",dendritic cell associated nuclear protein,; dendritic cell nuclear protein 1,5q31.1,5,NC_000005.10,135444214,135447348,minus,1,609710
9606,Homo sapiens,100130460,0,live,CAND1.11,,uncharacterized LOC100130460,,11p15.4,11,NC_000011.10,10308313,10430673,plus,4,
9606,Homo sapiens,2300,0,live,FOXL1,"FKH6, FKHL11, FREAC7",forkhead box L1,; forkhead box protein L1|forkhead-like 11|forkhead-related protein FKHL11|forkhead-related transcription factor 7,16q24.1,16,NC_000016.10,86578549,86583478,plus,1,603252
9606,Homo sapiens,64400,0,live,AKTIP,"FT1, FTS",AKT interacting protein,; AKT-interacting protein|fused toes homolog,16q12.2,16,NC_000016.10,53491040,53504411,minus,11,608483
9606,Homo sapiens,869,0,live,CBLN1,,cerebellin 1 precursor,; cerebellin-1|precerebellin,16q12.1,16,NC_000016.10,49277917,49281838,minus,3,600432
9606,Homo sapiens,57555,0,live,NLGN2,,neuroligin 2,; neuroligin-2,17p13.1,17,NC_000017.11,7405492,7419860,plus,8,606479
9606,Homo sapiens,9578,0,live,CDC42BPB,MRCKB,CDC42 binding protein kinase beta,; serine/threonine-protein kinase MRCK beta|CDC42 binding protein kinase beta (DMPK-like)|CDC42BP-beta|DMPK-like beta|MRCK beta|myotonic dystrophy kinase-related CDC42-binding kinase beta|myotonic dystrophy protein kinase-like beta,14q32.32,14,NC_000014.9,102932380,103057549,minus,39,614062
9606,Homo sapiens,23590,0,live,PDSS1,"COQ1, COQ10D2, COQ1A, DPS, SPS, TPRT, TPT, TPT 1, hDPS1",decaprenyl diphosphate synthase subunit 1,"; decaprenyl-diphosphate synthase subunit 1|all-trans-decaprenyl-diphosphate synthase subunit 1|coenzyme Q1 homolog|decaprenyl pyrophosphate synthase subunit 1|polyprenyl pyrophosphate synthetase|prenyl (decaprenyl) diphosphate synthase, subunit 1|subunit 1 of decaprenyl diphosphate synthase|trans-prenyltransferase (TPT)|trans-prenyltransferase 1",10p12.1,10,NC_000010.11,26697424,26747246,plus,14,607429
9606,Homo sapiens,7008,0,live,TEF,,"TEF transcription factor, PAR bZIP family member","; thyrotroph embryonic factor|TEF, PAR bZIP transcription factor|thyrotrophic embryonic factor",22q13.2,22,NC_000022.11,41367333,41399328,plus,5,188595
9606,Homo sapiens,9162,0,live,DGKI,DGK-IOTA,diacylglycerol kinase iota,; diacylglycerol kinase iota|DAG kinase iota|diglyceride kinase iota,7q33,7,NC_000007.14,137381037,137846864,minus,37,604072
9606,Homo sapiens,27067,0,live,STAU2,"39K2, 39K3",staufen double-stranded RNA binding protein 2,"; double-stranded RNA-binding protein Staufen homolog 2|staufen homolog 2|staufen, RNA binding protein, homolog 2",8q21.11,8,NC_000008.11,73420369,73747708,minus,17,605920
9606,Homo sapiens,154664,0,live,ABCA13,,ATP binding cassette subfamily A member 13,"; ATP-binding cassette sub-family A member 13|ATP binding cassette transporter A13|ATP-binding cassette sub-family A member 13 variant 2|ATP-binding cassette sub-family A member 13 variant 3|ATP-binding cassette, sub-family A (ABC1), member 13",7p12.3,7,NC_000007.14,48171424,48647497,plus,75,607807
9606,Homo sapiens,8484,0,live,GALR3,,galanin receptor 3,"; galanin receptor type 3|GAL3-R|GALR-3|galanin receptor, family member 3",22q13.1,22,NC_000022.11,37823382,37825485,plus,2,603692
9606,Homo sapiens,66004,0,live,LYNX1,,Ly6/neurotoxin 1,; ly-6/neurotoxin-like protein 1|Ly-6 neurotoxin-like protein 1|endogenous prototoxin LYNX1|testicular tissue protein Li 112,8q24.3,8,NC_000008.11,142771197,142777872,minus,7,606110
9606,Homo sapiens,57537,0,live,SORCS2,,sortilin related VPS10 domain containing receptor 2,; VPS10 domain-containing receptor SorCS2|VPS10 domain receptor protein,4p16.1,4,NC_000004.12,7192538,7742828,plus,29,606284
9606,Homo sapiens,64924,0,live,SLC30A5,"ZNT5, ZNTL1, ZTL1, ZnT-5",solute carrier family 30 member 5,"; zinc transporter 5|solute carrier family 30 (zinc transporter), member 5|zinc transporter ZTL1|znT-like transporter 1",5q13.1-q13.2,5,NC_000005.10,69093993,69131069,plus,16,607819
9606,Homo sapiens,55676,0,live,SLC30A6,"MST103, MSTP103, ZNT6",solute carrier family 30 member 6,"; zinc transporter 6|solute carrier family 30 (zinc transporter), member 6",2p22.3,2,NC_000002.12,32165841,32224379,plus,19,611148
9606,Homo sapiens,101927616,0,live,LINC02375,,long intergenic non-protein coding RNA 2375,,12q24.32,12,NC_000012.12,127324155,127340072,minus,3,
9606,Homo sapiens,100270880,0,live,RPL21P24,RPL21_4_45,ribosomal protein L21 pseudogene 24,,1p33,1,NC_000001.11,47497862,47498381,minus,0,
9606,Homo sapiens,101929475,0,live,ITGB1-DT,,ITGB1 divergent transcript,,10p11.22,10,NC_000010.11,32958459,33082102,plus,4,
9606,Homo sapiens,158435,0,live,LOC158435,,uncharacterized LOC158435,; uncharacterized protein LOC158435,9q22.32,9,NC_000009.12,96065839,96101912,plus,9,
9606,Homo sapiens,100130203,0,live,LOC100130203,,"cell adhesion associated, oncogene regulated pseudogene",Cdon homolog pseudogene,11q14.3,11,NC_000011.10,89730953,89734983,plus,0,
9606,Homo sapiens,10171,0,live,RCL1,"RNAC, RPCL1",RNA terminal phosphate cyclase like 1,; RNA 3'-terminal phosphate cyclase-like protein|RNA cyclase homolog,9p24.1,9,NC_000009.12,4792834,4861077,plus,11,611405
9606,Homo sapiens,64084,0,live,CLSTN2,"ALC-GAMMA, CDHR13, CS2, CSTN2, alcagamma",calsyntenin 2,; calsyntenin-2|alcadein gamma|cadherin-related family member 13,3q23,3,NC_000003.12,139935185,140577397,plus,18,611323
9606,Homo sapiens,100302263,0,live,MIR1908,"MIRN1908, hsa-mir-1908, mir-1908",microRNA 1908,,11q12.2,11,NC_000011.10,61815161,61815240,minus,1,
9606,Homo sapiens,392862,0,live,GRID2IP,DELPHILIN,Grid2 interacting protein,"; delphilin|glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1|glutamate receptor, ionotropic, delta 2-interacting protein 1",7p22.1,7,NC_000007.14,6496778,6551436,minus,23,610639
9606,Homo sapiens,64077,0,live,LHPP,HDHD2B,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,; phospholysine phosphohistidine inorganic pyrophosphate phosphatase|hLHPP,10q26.13,10,NC_000010.11,124461823,124614141,plus,15,617231
9606,Homo sapiens,27006,0,live,FGF22,,fibroblast growth factor 22,; fibroblast growth factor 22|FGF-22,19p13.3,19,NC_000019.10,639895,644373,plus,3,605831
9606,Homo sapiens,125958,0,live,OR7D4,"OR19-7, OR19-B, OR19BP, hg105, OR7D4",olfactory receptor family 7 subfamily D member 4,"; olfactory receptor 7D4|odorant receptor family 7 subfamily D member 4 RT|olfactory receptor OR19-7|olfactory receptor, family 7, subfamily D, member 4 pseudogene",19p13.2,19,NC_000019.10,9213850,9214871,minus,1,611538
9606,Homo sapiens,200909,0,live,HTR3D,5HT3D,5-hydroxytryptamine receptor 3D,"; 5-hydroxytryptamine receptor 3D|5-hydroxytryptamine (serotonin) receptor 3 family member D|5-hydroxytryptamine (serotonin) receptor 3D, ionotropic|5-hydroxytryptamine receptor 3 subunit D|serotonin 5-HT-3D receptor|serotonin receptor 3D",3q27.1,3,NC_000003.12,184031544,184039369,plus,10,610122
9606,Homo sapiens,27136,0,live,MORC1,"CT33, MORC, ZCW6",MORC family CW-type zinc finger 1,"; MORC family CW-type zinc finger protein 1|cancer/testis antigen 33|microrchidia, mouse, homolog of",3q13.13,3,NC_000003.12,108958248,109118134,minus,32,603205
9606,Homo sapiens,100302259,0,live,MIR1202,"MIRN1202, hsa-mir-1202",microRNA 1202,,6q25.3,6,NC_000006.12,155946797,155946879,plus,1,
9606,Homo sapiens,282974,0,live,STK32C,"PKE, YANK3",serine/threonine kinase 32C,; serine/threonine-protein kinase 32C|PKE protein kinase|testicular tissue protein Li 187|yet another novel kinase 3,10q26.3,10,NC_000010.11,132207482,132332559,minus,23,
9606,Homo sapiens,30832,0,live,ZNF354C,KID3,zinc finger protein 354C,"; zinc finger protein 354C|KRAB-zinc finger protein synten|kidney, ischemia, and developmentally-regulated protein 3",5q35.3,5,NC_000005.10,179060373,179083977,plus,6,
9606,Homo sapiens,100463486,0,live,MTRNR2L8,HN8,MT-RNR2 like 8,; humanin-like 8|MTRNR2-like 8|humanin-like protein 8,11p15.4,11,NC_000011.10,10507894,10509186,minus,1,
9606,Homo sapiens,10380,0,live,BPNT1,"HEL20, PIP","3'(2'), 5'-bisphosphate nucleotidase 1","; 3'(2'),5'-bisphosphate nucleotidase 1|BPntase|PAP-inositol-1,4-phosphatase|bisphosphate 3'-nucleotidase 1|epididymis luminal protein 20|testicular tissue protein Li 29",1q41,1,NC_000001.11,220057482,220089916,minus,11,604053
9606,Homo sapiens,148014,0,live,TTC9B,,tetratricopeptide repeat domain 9B,; tetratricopeptide repeat protein 9B|TPR repeat protein 9B,19q13.2,19,NC_000019.10,40216058,40218399,minus,3,
9606,Homo sapiens,54508,0,live,EPB41L4A-DT,EPB41L4A-AS2,EPB41L4A divergent transcript,EPB41L4A antisense RNA 2 (head to head),5q22.2,5,NC_000005.10,112419583,112420978,plus,1,
9606,Homo sapiens,100616263,0,live,MIR4485,mir-4485,microRNA 4485,hsa-mir-4485,11p15.4,11,NC_000011.10,10508270,10508326,minus,1,
9606,Homo sapiens,192343,0,live,NEWENTRY,,Record to support submission of GeneRIFs for a gene not in Gene (human; man).,,,,,,,,,
9606,Homo sapiens,100302243,0,live,MIR1972-1,"MIR1972, hsa-mir-1972, hsa-mir-1972-1",microRNA 1972-1,microRNA 1972,16p13.11,16,NC_000016.10,15010321,15010397,minus,1,
9606,Homo sapiens,100616230,0,live,MIR4646,mir-4646,microRNA 4646,hsa-mir-4646,6p21.33,6,NC_000006.12,31701029,31701091,minus,1,
9606,Homo sapiens,100616366,0,live,MIR4743,,microRNA 4743,hsa-mir-4743,18q21.1,18,NC_000018.10,48670600,48670668,plus,1,
9606,Homo sapiens,100616287,0,live,MIR4495,,microRNA 4495,hsa-mir-4495,12q23.1,12,NC_000012.12,97939056,97939121,minus,1,
9606,Homo sapiens,728012,0,live,MCHR2-AS1,,MCHR2 antisense RNA 1,,6q16.2-q16.3,6,NC_000006.12,99994038,100076419,plus,3,
